Id,LotArea,Neighborhood,OverallCond,YearBuilt,SalePrice
750,8405,Edwards,3,1945,98000
751,8800,OldTown,7,1910,96500
752,7750,Gilbert,5,2003,162000
753,9236,CollgCr,5,1997,217000
754,10240,NridgHt,5,2005,275500
755,7930,NAmes,8,1969,156000
756,3230,Somerst,5,1999,172500
757,10769,CollgCr,5,2007,212000
758,11616,Sawyer,5,1978,158900
759,2280,Somerst,5,1999,179400
760,12257,NoRidge,5,1995,290000
761,9100,NAmes,6,1959,127500
762,6911,BrkSide,5,1924,100000
763,8640,Somerst,5,2009,215200
764,9430,NoRidge,5,1999,337000
765,9549,Veenker,5,1995,270000
766,14587,Somerst,5,2008,264132
767,10421,NWAmes,5,1988,196500
768,12508,Mitchel,7,1940,160000
769,9100,CollgCr,5,2004,216837
770,53504,StoneBr,5,2003,538000
771,7252,Sawyer,5,1982,134900
772,8877,Edwards,5,1951,102000
773,7819,Edwards,5,1976,107000
774,10150,NAmes,5,1958,114500
775,14226,NridgHt,5,2006,395000
776,4500,Mitchel,5,1998,162000
777,11210,CollgCr,5,2005,221500
778,13350,Sawyer,5,1974,142500
779,8400,SawyerW,5,1977,144000
780,10530,Mitchel,5,1977,135000
781,7875,Gilbert,5,1995,176000
782,7153,SawyerW,5,1992,175900
783,16285,CollgCr,5,2001,187100
784,9101,Mitchel,6,1978,165500
785,6300,OldTown,6,1914,128000
786,9790,NWAmes,5,1967,161500
787,10800,OldTown,6,1915,139000
788,10142,SawyerW,5,2004,233000
789,6000,OldTown,7,1954,107900
790,12205,ClearCr,8,1966,187500
791,3182,Blmngtn,5,2005,160200
792,11333,Mitchel,5,1976,146800
793,9920,NoRidge,5,1996,269790
794,9158,Somerst,5,2007,225000
795,10832,Gilbert,5,1994,194500
796,8400,SawyerW,6,1980,171000
797,8197,Sawyer,5,1977,143500
798,7677,NAmes,5,1953,110000
799,13518,NridgHt,5,2008,485000
800,7200,SWISU,7,1937,175000
801,12798,ClearCr,5,1997,200000
802,4800,IDOTRR,7,1916,109900
803,8199,CollgCr,5,2005,189000
804,13891,NridgHt,5,2008,582933
805,9000,NAmes,5,1954,118000
806,12274,Somerst,5,2008,227680
807,9750,NAmes,5,1967,135500
808,21384,BrkSide,6,1923,223500
809,13400,NAmes,5,1966,159950
810,8100,OldTown,5,1898,106000
811,10140,NWAmes,6,1974,181000
812,4438,CollgCr,5,2004,144500
813,8712,IDOTRR,5,1952,55993
814,9750,NAmes,6,1958,157900
815,8248,Edwards,7,1918,116000
816,12137,CollgCr,5,1998,224900
817,11425,NAmes,6,1954,137000
818,13265,Mitchel,5,2002,271000
819,8816,ClearCr,7,1971,155000
820,6371,NridgHt,5,2009,224000
821,7226,CollgCr,5,2003,183000
822,6000,OldTown,4,1953,93000
823,12394,Gilbert,5,2003,225000
824,9900,SWISU,7,1940,139500
825,11216,Somerst,5,2006,232600
826,14803,NridgHt,5,2007,385000
827,6130,BrkSide,6,1924,109500
828,8529,SawyerW,5,2001,189000
829,28698,ClearCr,5,1967,185000
830,2544,Somerst,5,2005,147400
831,11900,NAmes,5,1957,166000
832,3180,Somerst,5,2005,151000
833,9548,CollgCr,6,2003,237000
834,10004,NAmes,6,1964,167000
835,7875,NAmes,6,1961,139950
836,9600,Sawyer,7,1950,128000
837,8100,OldTown,6,1948,153500
838,1680,BrDale,5,1973,100000
839,9525,CollgCr,6,1995,144000
840,11767,Edwards,6,1946,130500
841,12155,SWISU,8,1925,140000
842,10440,OldTown,8,1904,157500
843,9020,NAmes,7,1966,174900
844,8000,NAmes,4,1961,141000
845,12665,OldTown,8,1915,153900
846,16647,Sawyer,5,1975,171000
847,9317,SawyerW,5,1993,213000
848,15523,CollgCr,6,1972,133500
849,45600,ClearCr,8,1908,240000
850,9600,Veenker,7,1976,187000
851,4435,CollgCr,5,2003,131500
852,3196,Blmngtn,5,2003,215000
853,7128,Crawfor,5,1941,164000
854,12095,NAmes,6,1964,158000
855,17920,Sawyer,4,1955,170000
856,6897,Sawyer,8,1962,127000
857,10970,CollgCr,6,1978,147000
858,8125,Gilbert,5,1994,174000
859,10400,NWAmes,5,1976,152000
860,11029,NWAmes,7,1968,250000
861,7642,Crawfor,8,1918,189950
862,11625,Sawyer,4,1965,131500
863,9672,SawyerW,5,1984,152000
864,7931,NAmes,5,1959,132500
865,8640,Somerst,5,2007,250580
866,8750,NAmes,6,1970,148500
867,10656,Timber,5,2006,248900
868,6970,Sawyer,5,1961,129000
869,14762,Gilbert,6,1948,169000
870,9938,SawyerW,5,1993,236000
871,6600,NAmes,5,1962,109500
872,8750,CollgCr,5,1998,200500
873,8892,NAmes,7,1953,116000
874,12144,NAmes,7,1949,133000
875,5720,OldTown,6,1941,66500
876,9000,Somerst,5,2007,303477
877,25286,Mitchel,5,1963,132250
878,8834,NridgHt,5,2004,350000
879,11782,Sawyer,7,1961,148000
880,7000,CollgCr,8,1978,136500
881,7024,Edwards,5,2005,157000
882,13758,Timber,5,1990,187500
883,9636,Gilbert,5,1992,178000
884,6204,SWISU,5,1912,118500
885,7150,NAmes,5,1967,100000
886,5119,Somerst,5,1999,328900
887,8393,NAmes,5,1959,145000
888,16466,Edwards,7,1955,135500
889,15865,NAmes,6,1970,268000
890,12160,NAmes,4,1953,149500
891,8064,NAmes,7,1949,122900
892,11184,Sawyer,5,1978,172500
893,8414,Sawyer,8,1963,154500
894,13284,Sawyer,5,1954,165000
895,7018,SawyerW,5,1979,118858
896,7056,NAmes,5,1963,140000
897,8765,IDOTRR,6,1936,106500
898,7018,SawyerW,5,1979,142953
899,12919,NridgHt,5,2009,611657
900,6993,Sawyer,7,1961,135000
901,7340,NAmes,6,1971,110000
902,8712,NAmes,7,1957,153000
903,7875,Gilbert,5,2003,180000
904,14859,Gilbert,5,2006,240000
905,6173,Sawyer,6,1967,125500
906,9920,NAmes,5,1954,128000
907,13501,Somerst,5,2006,255000
908,11500,Crawfor,7,1936,250000
909,8885,Mitchel,5,1983,131000
910,12589,Gilbert,5,2005,174000
911,11600,NAmes,5,1960,154300
912,9286,CollgCr,7,1977,143500
913,6120,BrkSide,7,1925,88000
914,6270,Crawfor,6,1949,145000
915,3000,Somerst,5,2009,173733
916,2001,MeadowV,5,1970,75000
917,9000,IDOTRR,3,1949,35311
918,17140,Edwards,6,1956,135000
919,13125,SawyerW,5,1991,238000
920,11029,NAmes,8,1958,176500
921,8462,SawyerW,5,1994,201000
922,8777,Edwards,7,1900,145900
923,10237,Gilbert,5,2005,169990
924,8012,SawyerW,5,1993,193000
925,10240,NWAmes,6,1980,207500
926,15611,NWAmes,6,1977,175000
927,11999,NridgHt,5,2003,285000
928,9900,NWAmes,5,1968,176000
929,11838,CollgCr,5,2001,236500
930,13006,Gilbert,5,1997,222000
931,8925,Timber,5,2007,201000
932,9100,NAmes,6,1965,117500
933,11670,Somerst,5,2006,320000
934,8487,CollgCr,5,2004,190000
935,27650,NAmes,7,1960,242000
936,5825,BrkSide,5,1926,79900
937,10083,SawyerW,5,2003,184900
938,9675,Somerst,5,2005,253000
939,8760,CollgCr,5,2006,239799
940,24090,ClearCr,7,1940,244400
941,12640,Mitchel,5,1976,150900
942,8755,Gilbert,5,1999,214000
943,7711,Edwards,3,1977,150000
944,25000,Mitchel,4,1967,143000
945,14375,Timber,6,1958,137500
946,8820,OldTown,6,1890,124900
947,8163,NAmes,6,1959,143000
948,14536,Timber,5,2002,270000
949,14006,CollgCr,5,2002,192500
950,9360,NWAmes,7,1972,197500
951,7200,NAmes,8,1950,129000
952,7800,SawyerW,5,1965,119900
953,7200,CollgCr,8,1972,133900
954,11075,Mitchel,4,1969,172000
955,9400,Edwards,5,1975,127500
956,7136,Crawfor,6,1946,145000
957,1300,Blueste,6,1980,124000
958,7420,Sawyer,5,1962,132000
959,8450,CollgCr,5,2003,185000
960,2572,Somerst,5,1999,155000
961,7207,BrkSide,7,1958,116500
962,12227,NWAmes,7,1977,272000
963,2308,NPkVill,6,1976,155000
964,11923,CollgCr,5,2007,239000
965,11316,Timber,5,2002,214900
966,10237,Gilbert,5,2005,178900
967,9600,Crawfor,7,1940,160000
968,7390,NAmes,7,1955,135000
969,5925,OldTown,6,1910,37900
970,10382,NAmes,5,1958,140000
971,10800,NAmes,4,1949,135000
972,2268,NridgHt,5,2003,173000
973,7892,SawyerW,5,1979,99500
974,11639,Somerst,5,2007,182000
975,11414,BrkSide,8,1910,167500
976,2651,Somerst,5,2000,165000
977,5900,BrkSide,7,1923,85500
978,4274,Somerst,5,2006,199900
979,9450,Edwards,5,1954,110000
980,8816,Sawyer,6,1963,139000
981,12122,NAmes,9,1961,178400
982,12203,NoRidge,5,1998,336000
983,3182,Blmngtn,5,2007,159895
984,11250,CollgCr,5,2002,255900
985,10125,Mitchel,5,1977,126000
986,10880,Edwards,5,1950,125000
987,5310,OldTown,8,1910,117000
988,10159,NridgHt,5,2009,395192
989,12046,NWAmes,6,1976,195000
990,8125,Somerst,5,2006,197000
991,9452,NoRidge,5,1997,348000
992,17671,OldTown,9,1882,168000
993,9760,NAmes,8,1964,187000
994,8846,CollgCr,5,2005,173900
995,12456,NridgHt,5,2006,337500
996,4712,BrkSide,7,1946,121600
997,10659,NAmes,6,1961,136500
998,11717,NWAmes,6,1970,185000
999,9786,IDOTRR,4,1922,91000
1000,6762,CollgCr,5,2006,206000
1001,10206,Edwards,3,1952,82000
1002,5400,OldTown,6,1920,86000
1003,11957,Somerst,5,2006,232000
1004,11500,NWAmes,6,1976,136905
1005,3182,Blmngtn,5,2005,181000
1006,8385,CollgCr,8,1977,149900
1007,12155,NAmes,3,1970,163500
1008,2217,MeadowV,4,1970,88000
1009,12118,Mitchel,5,2004,240000
1010,6000,SWISU,5,1926,102000
1011,21286,Sawyer,5,1948,135000
1012,9825,Edwards,5,1965,100000
1013,10592,Crawfor,7,1923,165000
1014,7200,OldTown,4,1910,85000
1015,11664,NAmes,5,1948,119200
1016,8400,NWAmes,6,2001,227000
1017,11883,CollgCr,5,1996,203000
1018,5814,StoneBr,5,1984,187500
1019,10784,Gilbert,5,1991,160000
1020,3013,Blmngtn,5,2005,213490
1021,7024,Edwards,5,2005,176000
1022,7406,CollgCr,5,2006,194000
1023,9439,OldTown,5,1930,87000
1024,3182,Blmngtn,5,2005,191000
1025,15498,Timber,6,1976,287000
1026,7700,CollgCr,5,1972,112500
1027,9300,NAmes,5,1960,167500
1028,9520,Timber,5,2007,293077
1029,9492,NAmes,5,1941,105000
1030,1680,BrDale,7,1972,118000
1031,7082,SWISU,8,1916,160000
1032,15863,SWISU,3,1920,197000
1033,14541,NoRidge,7,1993,310000
1034,8125,CollgCr,5,2002,230000
1035,6305,Crawfor,7,1938,119750
1036,11500,Edwards,3,1957,84000
1037,12898,Timber,5,2007,315500
1038,9240,CollgCr,5,2001,287000
1039,1533,MeadowV,6,1970,97000
1040,1477,MeadowV,4,1970,80000
1041,13125,Sawyer,4,1957,155000
1042,9130,NWAmes,8,1966,173000
1043,5381,NridgHt,5,2005,196000
1044,11839,SawyerW,5,1990,262280
1045,9600,NWAmes,5,1981,278000
1046,13680,Edwards,5,1955,139600
1047,16056,StoneBr,5,2005,556581
1048,9245,CollgCr,5,1994,145000
1049,21750,Mitchel,4,1960,115000
1050,11100,Edwards,7,1946,84900
1051,8993,Gilbert,5,2007,176485
1052,11175,CollgCr,5,2007,200141
1053,9500,NAmes,6,1964,165000
1054,8562,Edwards,6,1957,144500
1055,11367,CollgCr,5,2002,255000
1056,11361,NWAmes,5,1976,180000
1057,7052,NridgHt,5,2005,185850
1058,29959,NoRidge,6,1994,248000
1059,11308,NridgHt,5,2008,335000
1060,11275,Crawfor,7,1932,220000
1061,4920,StoneBr,5,2001,213500
1062,18000,IDOTRR,4,1935,81000
1063,13600,OldTown,5,1900,90000
1064,6000,OldTown,6,1925,110500
1065,11000,NAmes,6,1966,154000
1066,14000,ClearCr,5,1996,328000
1067,7837,Gilbert,7,1993,178000
1068,9760,NAmes,6,1964,167900
1069,3964,MeadowV,4,1973,151400
1070,9600,NAmes,7,1949,135000
1071,10152,NAmes,5,1956,135000
1072,11700,NWAmes,6,1968,154000
1073,7585,Edwards,3,1948,91500
1074,7950,Edwards,6,1977,159500
1075,8556,CollgCr,5,2006,194000
1076,13125,Crawfor,6,1940,219500
1077,10800,OldTown,8,1936,170000
1078,15870,NAmes,5,1969,138800
1079,4435,CollgCr,5,2004,155900
1080,8775,CollgCr,5,1994,126000
1081,11040,NWAmes,7,1971,145000
1082,7500,Sawyer,5,1963,133000
1083,8749,CollgCr,5,2002,192000
1084,8800,NAmes,6,1964,160000
1085,13031,Gilbert,5,1995,187500
1086,9069,SawyerW,6,1992,147000
1087,1974,MeadowV,5,1973,83500
1088,10574,Somerst,5,2005,252000
1089,2522,Edwards,5,2004,137500
1090,3316,Somerst,5,2005,197000
1091,8544,NAmes,4,1950,92900
1092,2160,Somerst,5,1999,160000
1093,8400,SWISU,5,1925,136500
1094,9230,NAmes,8,1965,146000
1095,5868,NAmes,7,1956,129000
1096,9317,CollgCr,5,2006,176432
1097,6882,IDOTRR,7,1914,127000
1098,3696,StoneBr,5,1986,170000
1099,6000,BrkSide,6,1936,128000
1100,11880,NWAmes,5,1978,157000
1101,8400,SWISU,5,1920,60000
1102,9758,NAmes,5,1971,119500
1103,7000,NAmes,7,1960,135000
1104,8910,NAmes,6,1959,159500
1105,2016,BrDale,5,1970,106000
1106,12256,NoRidge,5,1994,325000
1107,10357,SawyerW,5,1990,179900
1108,23257,Gilbert,5,2006,274725
1109,8063,Gilbert,5,2000,181000
1110,11362,NridgHt,5,2004,280000
1111,8000,Gilbert,5,1995,188000
1112,10480,NWAmes,6,1976,205000
1113,7100,NAmes,7,1957,129900
1114,8923,NAmes,7,1953,134500
1115,5400,OldTown,7,1954,117000
1116,12085,NridgHt,5,2007,318000
1117,7750,Gilbert,5,2002,184100
1118,9764,Sawyer,7,1967,130000
1119,13825,Sawyer,6,1958,140000
1120,7560,NAmes,5,1959,133700
1121,8263,IDOTRR,5,1920,118400
1122,10084,CollgCr,5,2005,212900
1123,8926,Edwards,3,1956,112000
1124,9405,Edwards,9,1947,118000
1125,9125,Gilbert,5,1992,163900
1126,10434,NAmes,5,1955,115000
1127,3684,Blmngtn,5,2007,174000
1128,14572,Gilbert,5,2004,259000
1129,11796,Gilbert,5,2004,215000
1130,7200,OldTown,5,1980,140000
1131,7804,SWISU,3,1928,135000
1132,10712,Mitchel,5,1991,93500
1133,9900,OldTown,4,1880,117500
1134,9828,SawyerW,5,1995,239500
1135,8773,Gilbert,5,1997,169000
1136,6180,BrkSide,5,1926,102000
1137,9600,NAmes,5,1950,119000
1138,6342,Sawyer,8,1875,94000
1139,9819,Mitchel,5,1977,196000
1140,8731,BrkSide,5,1920,144000
1141,7350,NAmes,7,1951,139000
1142,10304,NWAmes,7,1976,197500
1143,9965,CollgCr,5,2006,424870
1144,9000,Sawyer,3,1959,80000
1145,12180,Edwards,4,1941,80000
1146,6240,BrkSide,6,1928,149000
1147,11200,SawyerW,5,1985,180000
1148,12000,Crawfor,7,1941,174500
1149,5700,OldTown,7,1926,116900
1150,9000,OldTown,9,1920,143000
1151,8280,NAmes,5,1950,124000
1152,17755,Edwards,4,1959,149900
1153,14115,Crawfor,7,1956,230000
1154,5890,IDOTRR,8,1930,120500
1155,13700,NAmes,6,1965,201800
1156,10768,Veenker,8,1976,218000
1157,9350,NAmes,8,1965,179900
1158,5001,NridgHt,5,2007,230000
1159,11932,Somerst,5,2007,235128
1160,9120,NWAmes,6,1974,185000
1161,2280,NPkVill,5,1978,146000
1162,14778,Crawfor,7,1954,224000
1163,8724,Sawyer,5,1968,129000
1164,12900,Sawyer,4,1969,108959
1165,16157,Veenker,7,1978,194000
1166,9541,NridgHt,5,2009,233170
1167,10475,CollgCr,5,2008,245350
1168,10852,Gilbert,5,2000,173000
1169,13728,Edwards,7,1935,235000
1170,35760,NoRidge,5,1995,625000
1171,9880,Mitchel,6,1977,171000
1172,9120,NAmes,6,1958,163000
1173,4017,Somerst,5,2006,171900
1174,18030,ClearCr,6,1946,200500
1175,16560,Crawfor,8,1932,239000
1176,10678,NoRidge,5,1992,285000
1177,6951,Mitchel,5,1984,119500
1178,3950,OldTown,8,1926,115000
1179,7681,Crawfor,6,1921,154900
1180,8335,Edwards,5,1954,93000
1181,11170,Timber,5,1990,250000
1182,5587,Crawfor,5,2008,392500
1183,15623,NoRidge,5,1996,745000
1184,10800,OldTown,6,1920,120000
1185,35133,Timber,4,1963,186700
1186,9738,Edwards,7,1924,104900
1187,10615,OldTown,5,1900,95000
1188,12461,NoRidge,5,1994,262000
1189,8935,CollgCr,5,2002,195000
1190,7500,Gilbert,5,1999,189000
1191,32463,Mitchel,4,1961,168000
1192,2645,Somerst,5,1999,174000
1193,9600,OldTown,8,1925,125000
1194,4500,Mitchel,5,1999,165000
1195,9364,Sawyer,7,1969,158000
1196,8029,Gilbert,5,2005,176000
1197,14054,Gilbert,5,2006,219210
1198,8850,OldTown,6,1916,144000
1199,9100,CollgCr,5,2001,178000
1200,11235,Sawyer,5,1963,148000
1201,9353,NAmes,5,1970,116050
1202,10400,CollgCr,5,1998,197900
1203,6000,BrkSide,8,1925,117000
1204,9750,CollgCr,5,2000,213000
1205,10140,NWAmes,6,1975,153500
1206,14684,SawyerW,7,1990,271900
1207,8900,SawyerW,4,1966,107000
1208,9135,CollgCr,5,2003,200000
1209,7763,NAmes,7,1962,140000
1210,10182,Somerst,5,2006,290000
1211,11218,SawyerW,5,1992,189000
1212,12134,Gilbert,7,1988,164000
1213,9340,Edwards,6,1941,113000
1214,10246,Sawyer,9,1965,145000
1215,10205,NAmes,5,1962,134500
1216,7094,Sawyer,5,1966,125000
1217,8930,Sawyer,5,1978,112000
1218,8640,Somerst,5,2009,229456
1219,6240,BrkSide,5,1947,80500
1220,1680,BrDale,5,1971,91500
1221,7800,NAmes,5,1964,115000
1222,8250,Sawyer,5,1968,134000
1223,10496,NAmes,6,1949,143000
1224,10680,NAmes,3,1951,137900
1225,15384,Gilbert,5,2004,184000
1226,10482,NAmes,8,1958,145000
1227,14598,Somerst,5,2007,214000
1228,8872,NAmes,8,1965,147000
1229,8769,NridgHt,5,2008,367294
1230,7910,NAmes,5,1960,127000
1231,18890,Sawyer,5,1977,190000
1232,7728,NAmes,6,1962,132500
1233,9842,NAmes,5,1962,101800
1234,12160,NAmes,5,1959,142000
1235,8525,SWISU,6,1911,130000
1236,13132,Crawfor,5,1914,138887
1237,2628,NridgHt,5,2003,175500
1238,12393,CollgCr,5,2004,195000
1239,13072,SawyerW,5,2005,142500
1240,9037,Timber,5,2006,265900
1241,8158,CollgCr,5,2003,224900
1242,9849,Somerst,6,2007,248328
1243,10625,NWAmes,6,1974,170000
1244,13891,NridgHt,5,2006,465000
1245,11435,Crawfor,7,1929,230000
1246,12090,NWAmes,7,1984,178000
1247,8125,Somerst,5,2005,186500
1248,12328,Mitchel,5,1976,169900
1249,9600,OldTown,5,1917,129500
1250,7200,NAmes,7,1950,119000
1251,11160,NAmes,5,1968,244000
1252,3136,NridgHt,5,2003,171750
1253,9858,Mitchel,6,1968,130000
1254,17542,Veenker,7,1974,294000
1255,6931,Edwards,5,2003,165400
1256,6240,BrkSide,6,1931,127500
1257,14303,NoRidge,5,1994,301500
1258,4060,Edwards,8,1922,99900
1259,9587,Gilbert,5,2005,190000
1260,9750,NAmes,8,1969,151000
1261,24682,Gilbert,5,1999,181000
1262,9600,NAmes,6,1956,128900
1263,11250,ClearCr,5,1957,161500
1264,13515,BrkSide,6,1919,180500
1265,4060,NAmes,5,1998,181000
1266,3735,Somerst,5,1999,183900
1267,10120,OldTown,4,1910,122000
1268,13214,Timber,5,2008,378500
1269,14100,Crawfor,9,1935,381000
1270,11344,NAmes,5,1958,144000
1271,23595,ClearCr,6,1979,260000
1272,9156,NWAmes,7,1968,185750
1273,13526,Sawyer,6,1965,137000
1274,11512,Edwards,7,1959,177000
1275,5362,Crawfor,6,1910,139000
1276,11345,NAmes,5,1948,137000
1277,12936,NWAmes,6,1972,162000
1278,17871,NWAmes,5,1967,197900
1279,9473,CollgCr,5,2002,237000
1280,7500,IDOTRR,4,1920,68400
1281,9808,CollgCr,5,2002,227000
1282,8049,Timber,5,1990,180000
1283,8800,CollgCr,7,1977,150500
1284,9400,Mitchel,5,1971,139000
1285,9638,SWISU,7,1919,169000
1286,6000,BrkSide,6,1939,132500
1287,9790,NWAmes,5,1963,143000
1288,36500,ClearCr,5,1964,190000
1289,5664,StoneBr,5,2000,278000
1290,11065,NridgHt,5,2006,281000
1291,14112,NAmes,7,1964,180500
1292,1680,BrDale,7,1972,119500
1293,6600,OldTown,4,1892,107500
1294,10140,NWAmes,5,1976,162900
1295,8172,Edwards,7,1955,115000
1296,8400,NAmes,5,1968,138500
1297,8700,NAmes,6,1963,155000
1298,3675,Edwards,5,2005,140000
1299,63887,Edwards,5,2008,160000
1300,7500,NAmes,7,1959,154000
1301,10762,Gilbert,5,1999,225000
1302,7500,Crawfor,7,1942,177500
1303,10120,NoRidge,5,1994,290000
1304,8688,Somerst,5,2005,232000
1305,3363,Edwards,5,2004,130000
1306,13173,NridgHt,5,2006,325000
1307,6955,NridgHt,5,2005,202500
1308,8072,CollgCr,5,1994,138000
1309,12000,OldTown,7,1948,147000
1310,7153,SawyerW,5,1991,179200
1311,17500,Crawfor,8,1959,335000
1312,8814,CollgCr,5,2005,203000
1313,9572,NoRidge,5,1990,302000
1314,14774,NoRidge,5,1999,333168
1315,8190,Edwards,6,1954,119000
1316,11075,NAmes,5,1969,206900
1317,10226,CollgCr,5,2008,295493
1318,4230,Somerst,5,2006,208900
1319,14781,CollgCr,5,2001,275000
1320,10215,Edwards,5,1954,111000
1321,8400,NAmes,3,1957,156500
1322,6627,BrkSide,6,1949,72500
1323,10186,NoRidge,5,1992,190000
1324,5330,BrkSide,7,1940,82500
1325,9986,Somerst,5,2006,147000
1326,3636,IDOTRR,4,1922,55000
1327,4270,Edwards,6,1931,79000
1328,6600,Mitchel,9,1982,130500
1329,10440,OldTown,7,1920,256000
1330,9084,Gilbert,5,1998,176500
1331,10000,Somerst,5,2006,227000
1332,10780,CollgCr,5,1976,132500
1333,8877,Edwards,6,1938,100000
1334,7200,IDOTRR,6,1938,125500
1335,2368,BrDale,6,1970,125000
1336,9650,NWAmes,5,1977,167900
1337,9246,NWAmes,5,1973,135000
1338,4118,OldTown,4,1941,52500
1339,13450,CollgCr,5,2002,200000
1340,9560,CollgCr,7,1972,128500
1341,8294,NAmes,5,1971,123000
1342,13695,SawyerW,5,2003,155000
1343,9375,CollgCr,5,2002,228500
1344,7558,Crawfor,6,1928,177000
1345,11103,CollgCr,5,2006,155835
1346,6000,OldTown,4,1920,108500
1347,20781,NWAmes,7,1968,262500
1348,15306,Timber,5,2006,283463
1349,16196,SawyerW,5,1998,215000
1350,5250,OldTown,5,1872,122000
1351,11643,NAmes,5,1969,200000
1352,9247,NAmes,6,1962,171000
1353,6000,BrkSide,9,1937,134900
1354,14720,NoRidge,5,1995,410000
1355,10316,CollgCr,5,2000,235000
1356,10192,NWAmes,6,1968,170000
1357,9477,NAmes,5,1966,110000
1358,12537,NAmes,6,1971,149900
1359,2117,Somerst,5,2000,177500
1360,16737,NridgHt,5,2004,315000
1361,9842,SWISU,6,1921,189000
1362,16158,StoneBr,5,2005,260000
1363,12513,NAmes,4,1920,104900
1364,8499,Gilbert,5,2006,156932
1365,3180,Somerst,5,2005,144152
1366,7500,Somerst,5,2000,216000
1367,9179,CollgCr,5,1999,193000
1368,2665,MeadowV,6,1977,127000
1369,4435,CollgCr,5,2003,144000
1370,10635,CollgCr,5,2003,232000
1371,5400,OldTown,6,1920,105000
1372,9600,NAmes,6,1955,165500
1373,9750,CollgCr,6,1998,274300
1374,11400,NoRidge,5,2001,466500
1375,10625,Somerst,5,2005,250000
1376,10991,Timber,5,2007,239000
1377,6292,SWISU,5,1930,91000
1378,10998,Edwards,5,1941,117000
1379,1953,BrDale,5,1973,83000
1380,9735,Timber,5,2006,167500
1381,8212,Edwards,3,1914,58500
1382,12925,NAmes,7,1970,237500
1383,7200,OldTown,7,1920,157000
1384,25339,Sawyer,7,1918,112000
1385,9060,Edwards,5,1939,105000
1386,5436,IDOTRR,8,1922,125500
1387,16692,NWAmes,5,1978,250000
1388,8520,OldTown,7,1916,136000
1389,14892,Gilbert,5,2006,377500
1390,6000,BrkSide,6,1941,131000
1391,9100,CollgCr,5,2000,235000
1392,8944,NAmes,5,1967,124000
1393,7838,NAmes,5,1967,123000
1394,10800,OldTown,7,1905,163000
1395,4045,Blmngtn,5,2006,246578
1396,12665,Timber,5,2005,281213
1397,57200,Timber,5,1948,160000
1398,6120,BrkSide,8,1920,137500
1399,7200,NAmes,4,1950,138000
1400,6171,SWISU,6,1925,137450
1401,6000,BrkSide,7,1929,120000
1402,7415,Gilbert,5,2004,193000
1403,6762,CollgCr,5,2006,193879
1404,15256,Somerst,5,2007,282922
1405,10410,OldTown,4,1915,105000
1406,3842,Crawfor,5,2004,275000
1407,8445,CollgCr,7,1972,133000
1408,8780,Mitchel,5,1985,112000
1409,7740,OldTown,7,1910,125500
1410,20544,NWAmes,6,1986,215000
1411,12420,CollgCr,5,2001,230000
1412,9600,NAmes,8,1950,140000
1413,7200,NAmes,5,1949,90000
1414,10994,SawyerW,5,2005,257000
1415,13053,BrkSide,7,1923,207000
1416,3635,Blmngtn,5,2007,175900
1417,11340,OldTown,6,1885,122500
1418,16545,NoRidge,5,1998,340000
1419,9204,NAmes,5,1963,124000
1420,16381,Crawfor,5,1969,223000
1421,11700,NWAmes,6,1968,179900
1422,4043,NPkVill,5,1977,127500
1423,4435,CollgCr,5,2003,136500
1424,19690,Edwards,7,1966,274970
1425,9503,NAmes,5,1958,144000
1426,10721,NAmes,6,1959,142000
1427,10944,NoRidge,5,1994,271000
1428,10930,NAmes,6,1945,140000
1429,7200,OldTown,7,1940,119000
1430,12546,NWAmes,7,1981,182900
1431,21930,Gilbert,5,2005,192140
1432,4928,NPkVill,6,1976,143750
1433,10800,OldTown,6,1927,64500
1434,10261,Gilbert,5,2000,186500
1435,17400,Mitchel,5,1977,160000
1436,8400,NAmes,9,1962,174000
1437,9000,NAmes,6,1971,120500
1438,12444,NridgHt,5,2008,394617
1439,7407,OldTown,7,1957,149700
1440,11584,NWAmes,6,1979,197000
1441,11526,Crawfor,7,1922,191000
1442,4426,CollgCr,5,2004,149300
1443,11003,Somerst,5,2008,310000
1444,8854,BrkSide,6,1916,121000
1445,8500,CollgCr,5,2004,179600
1446,8400,Sawyer,5,1966,129000
1447,26142,Mitchel,7,1962,157900
1448,10000,CollgCr,5,1995,240000
1449,11767,Edwards,7,1910,112000
1450,1533,MeadowV,7,1970,92000
1451,9000,NAmes,5,1974,136000
1452,9262,Somerst,5,2008,287090
1453,3675,Edwards,5,2005,145000
1454,17217,Mitchel,5,2006,84500
1455,7500,Somerst,5,2004,185000
1456,7917,Gilbert,5,1999,175000
1457,13175,NWAmes,6,1978,210000
1458,9042,Crawfor,9,1941,266500
1459,9717,NAmes,6,1950,142125
1460,9937,Edwards,6,1965,147500
